Topic,Words,Frequency,Timestamp
4,"jähriger, bundespolizei, bezirk, stehlen, unfall",13,2024-05-26 10:17:08.571428608
5,"co₂, strom, genehmigen, lkw, eu kommission",10,2024-05-26 10:17:08.571428608
6,"vw, elektrisch, hybrid, fahrzeug, tesla",13,2024-05-26 10:17:08.571428608
7,"zins, inflation, anleger, zentralbank, aktie",11,2024-05-26 10:17:08.571428608
8,"rassistisch, sylt, parole, grölen, ausländer",20,2024-05-26 10:17:08.571428608
9,"diagnose, bauch, breiten, behandlung, start up",10,2024-05-26 10:17:08.571428608
10,"stichwahl, kandidat, landrat, thüringen, amtsinhaber",10,2024-05-26 10:17:08.571428608
11,"iran, kilogramm, iranisch, führer, ali",4,2024-05-26 10:17:08.571428608
12,"film, oper, kino, star, regisseur",7,2024-05-26 10:17:08.571428608
13,"gramm, baum, fällen, tier, forscher",11,2024-05-26 10:17:08.571428608
14,"apple, usb, preisvergleich, watch, app",11,2024-05-26 10:17:08.571428608
15,"china, big, chinesisch, chip, fund",8,2024-05-26 10:17:08.571428608
16,"le pen, befragter, pen, le, eu parlament",8,2024-05-26 10:17:08.571428608
17,"bochum, bundesliga, düsseldorfer, red, düsseldorf",6,2024-05-26 10:17:08.571428608
18,"kündigung, nackt, macron, dresden, insolvenz",11,2024-05-26 10:17:08.571428608
19,"ulrich, traditionell, fisch, spandau, august",9,2024-05-26 10:17:08.571428608
20,"open, roland, aufschlag, satz, spanier",8,2024-05-26 10:17:08.571428608
21,"fachkraft, weber, arbeitgeber, arbeitsmarkt, führungskraft",8,2024-05-26 10:17:08.571428608
22,"taiwan, hongkong, parlament, peking, china",4,2024-05-26 10:17:08.571428608
23,"bochum, wiesbadener, düsseldorfer, 66, hofmann",6,2024-05-26 10:17:08.571428608
24,"thüringen, bsw, premier, wahlprogramm, journalist",7,2024-05-26 10:17:08.571428608
25,"lebenslang, landgericht, leiche, münchner, echt",2,2024-05-26 10:17:08.571428608
26,"schwester, schimpfen, vertraute, robust, aufsteigen",2,2024-05-26 10:17:08.571428608
27,"private, fonds, bank, unterlage, prüfung",5,2024-05-26 10:17:08.571428608
28,"rakete, flug, flugzeug, durchmesser, missen",2,2024-05-26 10:17:08.571428608
29,"premierminister, konservativ, königreich, massenhaft, wiederwahl",3,2024-05-26 10:17:08.571428608
30,"afghanistan, terroristisch, moskau, streichen, terror",5,2024-05-26 10:17:08.571428608
31,"server, prozessor, led, preisvergleich, desktop",4,2024-05-26 10:17:08.571428608
32,"bank, private, kauf, deutsch bank, übernahme",6,2024-05-26 10:17:08.571428608
33,"rbb, berlin brandenburg, brandenburg, überzogen, unterkunft",5,2024-05-26 10:17:08.571428608
34,"mobil, anbieter, netz, mast, internet",12,2024-05-26 10:17:08.571428608
35,"swift, song, hit, lied, toujours",8,2024-05-26 10:17:08.571428608
36,"müller, bundestrainer, em, dfb, turnier",5,2024-05-26 10:17:08.571428608
37,"real, real madrid, halbfinal, champion league, league",2,2024-05-26 10:17:08.571428608
38,"afrika, südafrika, el, südlich, korruption",2,2024-05-26 10:17:08.571428608
39,"stock, restaurant, unglück, bürgermeister, lokal",5,2024-05-26 10:17:08.571428608
40,"wahlkreis, pnn, ortsteil, potsdam, potsdamer",5,2024-05-26 10:17:08.571428608
41,"palästina, anerkennen, norwegen, anerkennung, irland",7,2024-05-26 10:17:08.571428608
42,"erfindung, aufnahme, foto, akademie, franz",9,2024-05-26 10:17:08.571428608
43,"kirche, entschuldigen, aufarbeitung, italienisch, beleidigen",8,2024-05-26 10:17:08.571428608
44,"bahn, deutsch bahn, zug, fahrrad, zustand",7,2024-05-26 10:17:08.571428608
45,"verheerend, dorf, provinz, australisch, trümmer",10,2024-05-26 10:17:08.571428608
46,"microsoft, pass, power, app, top",3,2024-05-26 10:17:08.571428608
47,"stichwahl, thüringen, afd, landtagswahl, kommunalwahl",5,2024-05-26 10:17:08.571428608
48,"situation, erarbeiten, betrachten, ruhig, gegenseitig",3,2024-05-26 10:17:08.571428608
49,"insolvenz, eigentümer, sanierung, essen, unternehmer",7,2024-05-26 10:17:08.571428608
50,"jahreswechsel, anheben, lindner, minister, anstieg",3,2024-05-26 10:17:08.571428608
52,"elektronisch, digitalisierung, müller, irisch, digital",2,2024-05-26 10:17:08.571428608
53,"us militär, küste, lastwagen, provisorisch, lkw",1,2024-05-26 10:17:08.571428608
54,"gefälscht, publik, kriminelle, konto, beschlagnahmen",4,2024-05-26 10:17:08.571428608
55,"vincent, verpflichtung, trainer, fc, heinz",4,2024-05-26 10:17:08.571428608
56,"cloud, service, workshop, container, server",7,2024-05-26 10:17:08.571428608
58,"conference, basketball, final, griechisch, trophäe",6,2024-05-26 10:17:08.571428608
59,"höcke, landtagswahl, thüringen, kommunalwahl, björn höcke",5,2024-05-26 10:17:08.571428608
60,"ermordet, landtag, wähler, macron, ehren",3,2024-05-26 10:17:08.571428608
61,"helmut, jean, coup, augenhöhe, erich",2,2024-05-26 10:17:08.571428608
62,"cool, portal, macher, lustig, betrieb nehmen",2,2024-05-26 10:17:08.571428608
63,"japan, explodieren, rakete, japanisch, kim",6,2024-05-26 10:17:08.571428608
64,"planet, stern, atmosphäre, loch, nächtlich",5,2024-05-26 10:17:08.571428608
65,"charles, formel, rennen, langweilig, sieg",3,2024-05-26 10:17:08.571428608
66,"plakat, handelskammer, 10 juni, senat, worüber",4,2024-05-26 10:17:08.571428608
67,"bürokratie, nerv, regulierung, rest, einheit",1,2024-05-26 10:17:08.571428608
68,"for, fabian, klimakris, profilieren, klimapolitik",1,2024-05-26 10:17:08.571428608
69,"swift, taylor, kiosk, konzert, sängerin",2,2024-05-26 10:17:08.571428608
70,"boeing, rakete, fliegen, start, mission",5,2024-05-26 10:17:08.571428608
71,"bahnhof, friedrich, 10 juni, eingang, straße",2,2024-05-26 10:17:08.571428608
72,"ausbrechen, aktivität, forschend, mechanismus, planet",3,2024-05-26 10:17:08.571428608
73,"prinz, studium, vorsitzend, vereinigung, oberlandesgericht",4,2024-05-26 10:17:08.571428608
74,"fachkraft, zeigen aktuell, studie zeigen, zuwanderung, aktuell studie",2,2024-05-26 10:17:08.571428608
75,"zoo, baum, geliebt, jährig bestehen, ideal",1,2024-05-26 10:17:08.571428608
76,"werk, circa, bonn, stilllegen, nordrhein westfalen",1,2024-05-26 10:17:08.571428608
77,"rechtswidrig, verzicht, außerordentlich, potsdamer, konfrontieren",1,2024-05-26 10:17:08.571428608
78,"schlafen, maria, export, bedürfnis, jenseits",2,2024-05-26 10:17:08.571428608
81,"google, viral, lächerlich, screenshot, generiert",2,2024-05-26 10:17:08.571428608
82,"bundeswehr, verteidigungsminister, präsidium, boris, freiwillig",7,2024-05-26 10:17:08.571428608
83,"studie, rekord, professor, forscher, gerät",3,2024-05-26 10:17:08.571428608
85,"schrecken, erstmal, erholung, moderat, neubau",4,2024-05-26 10:17:08.571428608
86,"tschechien, wm, weltmeisterschaft, weltmeister, schweiz",2,2024-05-26 10:17:08.571428608
87,"podcast, montag freitag, abonnieren, inwiefern, apps",1,2024-05-26 10:17:08.571428608
88,"irgendwelcher, lager, paket, zoll, südamerika",2,2024-05-26 10:17:08.571428608
89,"schwachstelle, angreifer, attacke, ansetzen, over",2,2024-05-26 10:17:08.571428608
90,"akademie, ngo, kunst, diskurs, vize",3,2024-05-26 10:17:08.571428608
92,"workshop, it, industriell, prüfung, anforderung",2,2024-05-26 10:17:08.571428608
93,"kaffee, gratis, getränk, kostenlos, klasse",1,2024-05-26 10:17:08.571428608
94,"verordnung, richtlinie, reparatur, nachhaltigkeit, produkt",2,2024-05-26 10:17:08.571428608
95,"texas, sturm, bundesstaat, mindestens mensch, unwetter",6,2024-05-26 10:17:08.571428608
98,"begleitung, klimawandel, 49, wolfgang, medizinisch",2,2024-05-26 10:17:08.571428608
99,"dick, niederlande, geheimdienst, justizministerium, regierungschef",5,2024-05-26 10:17:08.571428608
100,"recherche, regime, fc bayern, jens, the",1,2024-05-26 10:17:08.571428608
101,"unruhe, befürworter, frankreich, entsenden, heben",2,2024-05-26 10:17:08.571428608
104,"rechtsextremistisch, rechtsradikal, amour toujours, toujours, amour",2,2024-05-26 10:17:08.571428608
106,"unterschätzen, nächster schritt, euro zahlen, zweieinhalb, bekämpfung",6,2024-05-26 10:17:08.571428608
108,"vermarkten, künstliche intelligenz, künstliche, intelligenz, intelligenz ki",2,2024-05-26 10:17:08.571428608
112,"andré, weiße, freundlich, halb, präsenz",1,2024-05-26 10:17:08.571428608
113,"syrien, vergleich vorjahr, steigen prozent, rumänien, zuwanderung",6,2024-05-26 10:17:08.571428608
115,"kommunalwahl thüringen, thüringen, kommunalwahl, welle, blau",2,2024-05-26 10:17:08.571428608
116,"macron, steinmeier, westfälisch, französisch präsident, merkel",5,2024-05-26 10:17:08.571428608
117,"vogel, verordnung, minister, rücktritt, landesregierung",1,2024-05-26 10:17:08.571428608
118,"open, roland, 15 000, alexander, unbeeindruckt",1,2024-05-26 10:17:08.571428608
119,"chatgpt, openai, ki, spezialist, generativ ki",4,2024-05-26 10:17:08.571428608
-1,"30 05, 30 05 2024, 29 05 2024, 29 05, 29",353,2024-05-28 13:42:51.428571392
0,"ägypten, rafah, israelisch, hamas, tunnel",45,2024-05-28 13:42:51.428571392
1,"nato, waffe, ukraine, ukrainisch, russland",52,2024-05-28 13:42:51.428571392
2,"grad, gewitter, liter, temperatur, quadratmeter",11,2024-05-28 13:42:51.428571392
3,"trump, donald trump, donald, jury, schuldig",25,2024-05-28 13:42:51.428571392
4,"unfall, fahrer, charlottenburg, insasse, geschwindigkeit",15,2024-05-28 13:42:51.428571392
5,"co₂, erneuerbar, energie, erneuerbar energie, bundesregierung",25,2024-05-28 13:42:51.428571392
6,"vw, blume, akkus, volkswagen, tonne",17,2024-05-28 13:42:51.428571392
7,"inflation, quartal, minus, plus prozent, plus",18,2024-05-28 13:42:51.428571392
8,"sylt, ausländer, rassistisch, raus, pfingst",9,2024-05-28 13:42:51.428571392
9,"krankheit, methode, covid, beschleunigt, diagnose",8,2024-05-28 13:42:51.428571392
10,"europawahl, ehrenamt, kommune, wagenknecht, zufrieden",9,2024-05-28 13:42:51.428571392
11,"bewerber, ideologisch, moderat, anmelden, nachfolger",1,2024-05-28 13:42:51.428571392
12,"merkel, ulrich, schauspieler, angela merkel, angela",8,2024-05-28 13:42:51.428571392
13,"tier, könig, garten, charles, heimisch",8,2024-05-28 13:42:51.428571392
14,"apple, preisvergleich, app, chatgpt, support",9,2024-05-28 13:42:51.428571392
15,"xi, china, arabisch, chinesisch, peking",13,2024-05-28 13:42:51.428571392
16,"aufruf, liberal, ökonom, misstrauen, populist",1,2024-05-28 13:42:51.428571392
17,"fc bayern, hotel, vincent, olympia, borussia dortmund",7,2024-05-28 13:42:51.428571392
18,"thomas, metropole, schicht, heinz, unwetter",6,2024-05-28 13:42:51.428571392
19,"spandau, messe, gewitter, rathaus, tipp",5,2024-05-28 13:42:51.428571392
20,"court, herbert, open, gegner, runde",6,2024-05-28 13:42:51.428571392
21,"studierend, arbeitskraft, befragter, befragt, gehalt",6,2024-05-28 13:42:51.428571392
22,"hongkong, taiwan, peking, schuldig, angeklagter",5,2024-05-28 13:42:51.428571392
23,"schröder, eintracht, bundesliga, fc, markus",6,2024-05-28 13:42:51.428571392
24,"krah, afd spitzenkandidat, ss, europaparlament, sahra wagenknecht",5,2024-05-28 13:42:51.428571392
25,"gewalttat, unterkunft, gelände, auseinandersetzung, staatsanwaltschaft",7,2024-05-28 13:42:51.428571392
26,"sanktion, mexiko, attentat, aufheben, willkommen",2,2024-05-28 13:42:51.428571392
27,"musk, tesla, elon musk, elon, aushandeln",3,2024-05-28 13:42:51.428571392
28,"flugzeug, passagier, flug, american, flughafen",9,2024-05-28 13:42:51.428571392
29,"großbritannien, britisch, konservative, königreich, parlamentswahl",7,2024-05-28 13:42:51.428571392
31,"arm, prozessor, chip, kern, lake",5,2024-05-28 13:42:51.428571392
32,"gründer, royal, übernahme, günther, frankfurter",5,2024-05-28 13:42:51.428571392
33,"ausstellung, rentner, kind, straßenbahn, echtzeit",6,2024-05-28 13:42:51.428571392
34,"störung, beheben, mobil, netz, messenger",6,2024-05-28 13:42:51.428571392
35,"king, time, song, anna, schauspielerin",3,2024-05-28 13:42:51.428571392
36,"olympia, meisterschaft, halle, nachwuchs, nationalspieler",2,2024-05-28 13:42:51.428571392
38,"südafrika, absolut mehrheit, absolut, mehrheit, parlamentswahl",7,2024-05-28 13:42:51.428571392
39,"bürgermeister, gebühr, protestieren, unglück, übermäßig",3,2024-05-28 13:42:51.428571392
40,"potsdam, wahlkreis, bezahlbar, pnn, betreuung",7,2024-05-28 13:42:51.428571392
41,"irland, norwegen, anerkennung, spanien, anerkennen",2,2024-05-28 13:42:51.428571392
42,"messe, art, paris, ns, kunst",3,2024-05-28 13:42:51.428571392
43,"kirche, erfurt, missbrauch, frieden, glaube",5,2024-05-28 13:42:51.428571392
45,"mediziner, bande, provinz, verzögern, nahrung",4,2024-05-28 13:42:51.428571392
46,"windows, microsoft, update, app, android",3,2024-05-28 13:42:51.428571392
47,"neukölln, neuköllner, christdemokrat, thüringer, landesweit",2,2024-05-28 13:42:51.428571392
48,"hals, karriere, brennen, lust, wahrscheinlichkeit",2,2024-05-28 13:42:51.428571392
49,"webseite, gegenmaßnahme, betreiber, million us dollar, million us",1,2024-05-28 13:42:51.428571392
50,"komplexität, ungeachtet, bundesrat, ausüben, kompliziert",1,2024-05-28 13:42:51.428571392
52,"medizin, digital, goethe, digitalisierung, event",4,2024-05-28 13:42:51.428571392
54,"beschlagnahmen, schlag, strafverfolgungsbehörde, kriminell, adresse",11,2024-05-28 13:42:51.428571392
55,"vincent, fc bayern, trainer, fc, bayern",4,2024-05-28 13:42:51.428571392
56,"cloud, workshop, festival, google ireland, google ireland limited",3,2024-05-28 13:42:51.428571392
57,"rente, ii, heil, lindner, rentner",16,2024-05-28 13:42:51.428571392
58,"griechisch, conference, verlängerung, el, league",3,2024-05-28 13:42:51.428571392
59,"wahlkreis, fahrplan, oberbürgermeister, oberbürgermeister mike, ausgeprägt",2,2024-05-28 13:42:51.428571392
61,"deutschland frankreich, macron, staatsbesuch, frankreich, scholz",2,2024-05-28 13:42:51.428571392
62,"brille, don, lenken, gestaltung, verändert",2,2024-05-28 13:42:51.428571392
63,"müll, kim, schicken, sturz, grenze",8,2024-05-28 13:42:51.428571392
64,"stern, planet, unerwartet, james, existenz",2,2024-05-28 13:42:51.428571392
66,"spandau, bezirk, filiale, newsletter, senat",2,2024-05-28 13:42:51.428571392
67,"ausschuss, aussagen, ex, tätigen, geschäft",5,2024-05-28 13:42:51.428571392
68,"for, bewältigung, klimaschutz, klima, europawahl",3,2024-05-28 13:42:51.428571392
70,"instrument, wolke, darmstadt, sonne, rakete",4,2024-05-28 13:42:51.428571392
71,"bahn, bus, sperren, bahnhof, deutsch bahn",5,2024-05-28 13:42:51.428571392
72,"island, ausbruch, ausbrechen, länge, evakuieren",4,2024-05-28 13:42:51.428571392
73,"angeklagter, beschuldigter, ermitteln, flughafen, männlich",2,2024-05-28 13:42:51.428571392
74,"bezirk, anweisen, haushalt, kind jugendliche, unterschied",2,2024-05-28 13:42:51.428571392
76,"instrument, john, gleichnamig, 600, euro pro",2,2024-05-28 13:42:51.428571392
77,"höcke, verboten, björn höcke, spruch, afd politiker",2,2024-05-28 13:42:51.428571392
78,"tanz, van, rom, künstler, übergehen",2,2024-05-28 13:42:51.428571392
79,"rhythmus, bonn, heimspiel, halle, mannschaft",1,2024-05-28 13:42:51.428571392
80,"investition, ökosystem, eid, vage, stufe",3,2024-05-28 13:42:51.428571392
81,"google, versehentlich, internetseite, dokumentation, branche",3,2024-05-28 13:42:51.428571392
82,"bundeswehr, protokoll, boris, verteidigungsminister, präsidium",4,2024-05-28 13:42:51.428571392
83,"daume, hand, forscher, wissenschaftler, durchführen",2,2024-05-28 13:42:51.428571392
85,"lohnen, miete, deutlich erhöhen, preis, immobilie",4,2024-05-28 13:42:51.428571392
87,"podcast, freundin, montag freitag, vergeben, abonnieren",2,2024-05-28 13:42:51.428571392
88,"konsum, substanz, arbeitnehmer, arbeitgeber, kündigung",2,2024-05-28 13:42:51.428571392
89,"angreifer, attacke, entwickler, aktualisiert, schwachstelle",3,2024-05-28 13:42:51.428571392
91,"pcs, ki anwendung, milliarde us dollar, milliarde us, laptop",1,2024-05-28 13:42:51.428571392
92,"pdf, it, workshop, baustelle, schwachstelle",4,2024-05-28 13:42:51.428571392
93,"rekord, budget, preis, teuer, 05 2024 10",1,2024-05-28 13:42:51.428571392
95,"texas, dach, heftig, stürmen, wind",2,2024-05-28 13:42:51.428571392
96,"archiv, zielgerichtet, betreiber, verlag, internet",1,2024-05-28 13:42:51.428571392
97,"gewerkschaft, stahl, schwäbisch, einstieg, metall",4,2024-05-28 13:42:51.428571392
98,"wolfgang, scholz, aktivist, appellieren, klimawandel",2,2024-05-28 13:42:51.428571392
99,"dick, weitestgehend, personalie, regierungschef, niederländer",1,2024-05-28 13:42:51.428571392
102,"rauch, präsidentin, antisemitisch, post, antisemitismus",3,2024-05-28 13:42:51.428571392
103,"pandemie, corona, corona pandemie, mensch deutschland, fühlen",7,2024-05-28 13:42:51.428571392
105,"borussia dortmund, borussia, dortmund, sponsor, bvb",10,2024-05-28 13:42:51.428571392
106,"warnung, anleger, lukrativ, rendite, aufsicht",1,2024-05-28 13:42:51.428571392
107,"abgeordnetenhaus, verabschieden, endgültig, spanien, spanisch",6,2024-05-28 13:42:51.428571392
109,"volkswagen, anstehen, nervös, banner, sicherheitsvorkehrung",1,2024-05-28 13:42:51.428571392
110,"konsumieren, konsum, fußballer, abhängigkeit, studie",3,2024-05-28 13:42:51.428571392
115,"dresden, europawahl juni, nrw, nordrhein westfalen, europawahl",1,2024-05-28 13:42:51.428571392
116,"münster, ost west, osteuropa, niedergang, dreitägig",2,2024-05-28 13:42:51.428571392
118,"open, belgier, konzentration, ikone, runde",2,2024-05-28 13:42:51.428571392
119,"chatgpt, generativ ki, generativ, medizin, openai",2,2024-05-28 13:42:51.428571392
-1,"31 05, 31 05 2024, 31, kapitel, 01 06",297,2024-05-30 17:08:34.285714176
0,"hamas, gazastreifen, biden, waffenstillstand, freilassung",23,2024-05-30 17:08:34.285714176
1,"waffe, russisch, nato, ukrainisch, ukraine",52,2024-05-30 17:08:34.285714176
2,"landkreis, liter, hochwasser, fluß, quadratmeter",25,2024-05-30 17:08:34.285714176
3,"trump, schuldig, donald trump, donald, urteil",44,2024-05-30 17:08:34.285714176
4,"krankenhaus, unfall, jähriger, verletzung, schwer verletzen",13,2024-05-30 17:08:34.285714176
5,"erneuerbar, erneuerbar energie, energie, anlage, ausbau",12,2024-05-30 17:08:34.285714176
6,"tonne, fahrzeug, mercedes, volkswagen, zweieinhalb",5,2024-05-30 17:08:34.285714176
7,"inflation, lebensmittel, verbraucher, prozent anteil, quartal",4,2024-05-30 17:08:34.285714176
8,"eric, vincent, sylt, hölle, rassismus",6,2024-05-30 17:08:34.285714176
9,"schwanger, gen, medikament, fisch, konzentration",5,2024-05-30 17:08:34.285714176
10,"grüne, csu, europawahl, nationalistisch, strack",9,2024-05-30 17:08:34.285714176
11,"moderat, priorität, bewerben, sanktion, iran",2,2024-05-30 17:08:34.285714176
12,"baby, theater, regisseur, premiere, inszenieren",7,2024-05-30 17:08:34.285714176
13,"wald, heimisch, pflanze, wiese, links",7,2024-05-30 17:08:34.285714176
14,"apple, vision, preisvergleich, app, heise",4,2024-05-30 17:08:34.285714176
15,"chinesisch, china, zoll, import, souveränität",6,2024-05-30 17:08:34.285714176
16,"to, the, and, are, by",9,2024-05-30 17:08:34.285714176
17,"lizenz, verbleib, bedingung, klub, hamburger",1,2024-05-30 17:08:34.285714176
18,"musik, gewinn, auszahlen, gewinner, mutig",9,2024-05-30 17:08:34.285714176
19,"drohne, 31 05, 31 05 2024, architekt, lebensmittel",9,2024-05-30 17:08:34.285714176
20,"alexander, roland, satz, open, runde",11,2024-05-30 17:08:34.285714176
21,"befristet, gehalt, arbeitsmarkt, bezahlt, gen",3,2024-05-30 17:08:34.285714176
22,"woche monat, meer, asien, eskalation, la",1,2024-05-30 17:08:34.285714176
23,"eintracht, mütter, bezahlung, bezahlt, trainer",6,2024-05-30 17:08:34.285714176
24,"ortsteil, kommunalwahl thüringen, kommunalwahl, linkspartei, gültig",6,2024-05-30 17:08:34.285714176
25,"kanadisch, familiär, schuß, mord, ermordung",7,2024-05-30 17:08:34.285714176
26,"mexiko, claudia, manuel, 01 06 2024, kandidatinn",4,2024-05-30 17:08:34.285714176
28,"boeing, flugzeug, flug, zwischenfall, maschine",2,2024-05-30 17:08:34.285714176
30,"mannheim, islamistisch, motiv, marktplatz, polizist",7,2024-05-30 17:08:34.285714176
31,"amd, intel, arm, alias, nvidia",1,2024-05-30 17:08:34.285714176
32,"transaktion, 10 000, verdächtig, überwachen, vorschrift",2,2024-05-30 17:08:34.285714176
33,"gebet, müller, freitagnachmittag, wilmersdorf, mädchen",2,2024-05-30 17:08:34.285714176
34,"fernseher, preisvergleich, empfang, tv, leinwand",1,2024-05-30 17:08:34.285714176
35,"song, toujours, amour toujours, amour, lied",7,2024-05-30 17:08:34.285714176
36,"fc, pokal, heimspiel, jena, stadion",4,2024-05-30 17:08:34.285714176
37,"bvb, real, champions, champions league, madrid",8,2024-05-30 17:08:34.285714176
38,"südafrika, absolut mehrheit, absolut, parlamentswahl, koalition",7,2024-05-30 17:08:34.285714176
39,"zusammenleben, guardian, verbannen, verordnung, bürgermeister",1,2024-05-30 17:08:34.285714176
40,"potsdam, pnn, garten, potsdamer, kiez",3,2024-05-30 17:08:34.285714176
41,"anerkennung, palästina, anerkennen, irland, norwegen",1,2024-05-30 17:08:34.285714176
42,"ausstellung, matt, künstler, erfindung, box",6,2024-05-30 17:08:34.285714176
43,"kirche, evangelisch, erfurt, gemeinde, minderheit",5,2024-05-30 17:08:34.285714176
44,"transport, lkw, tunnel, zug, nahverkehr",3,2024-05-30 17:08:34.285714176
45,"schleppend, uno, leiche, dringend, geschehen",1,2024-05-30 17:08:34.285714176
46,"microsoft, cloud, home, windows, einigung",4,2024-05-30 17:08:34.285714176
47,"weiß haus, afd, wähler, landtagswahl, stark kraft",4,2024-05-30 17:08:34.285714176
48,"trauen, kündigung, arbeitgeber, wechseln, jung mensch",1,2024-05-30 17:08:34.285714176
49,"insolvenz, kalifornisch, klage, sexuell, anmelden",1,2024-05-30 17:08:34.285714176
50,"ausgabe, steuerzahler, landtag, fotograf, arbeitnehmer",6,2024-05-30 17:08:34.285714176
51,"indien, wahlsieg, amtszeit, indisch, premierminister",4,2024-05-30 17:08:34.285714176
52,"vorschrift, empfindlich, geistig, online plattform, marktplatz",4,2024-05-30 17:08:34.285714176
54,"kopieren, käufer, adresse, kriminell, windows",5,2024-05-30 17:08:34.285714176
55,"fc bayern, bayern münchen, vincent, weltmeister, fc",3,2024-05-30 17:08:34.285714176
56,"cloud, version, datenbank, source, container",4,2024-05-30 17:08:34.285714176
58,"conference, finale, dirk, ära, anthony",2,2024-05-30 17:08:34.285714176
59,"wahlkreis, stern, unzufriedenheit, veränderung, kommunalwahl",1,2024-05-30 17:08:34.285714176
60,"kai, regierend, day, street, eröffnen",2,2024-05-30 17:08:34.285714176
61,"achtzigerjahr, räumlich, prägend, buch, verdienst",1,2024-05-30 17:08:34.285714176
62,"kamera, fotograf, bild, ii, sensor",5,2024-05-30 17:08:34.285714176
63,"triumph, unterstreichen, ernsthaft, tatsache, niemals",1,2024-05-30 17:08:34.285714176
64,"aufnahme, kamera, spektrum, kompensieren, sichtbar",1,2024-05-30 17:08:34.285714176
66,"ticket, senator, teilnehmen, abgeordnetenhaus, europameisterschaft",3,2024-05-30 17:08:34.285714176
68,"demonstration, for, klimaschutz, bewältigung, klimakris",8,2024-05-30 17:08:34.285714176
69,"sängerin, stein, band, taylor, schauspielerin",4,2024-05-30 17:08:34.285714176
70,"abbrechen, boeing, aufbrechen, start, transportieren",4,2024-05-30 17:08:34.285714176
71,"straßenbahn, spenden, vorhanden, hergestellt, zug",1,2024-05-30 17:08:34.285714176
73,"ruhen, afd politiker, kennzeichen, bayerisch, staatsanwaltschaft",1,2024-05-30 17:08:34.285714176
74,"ingenieur, buchstäblich, vehement, kinder, leben retten",4,2024-05-30 17:08:34.285714176
75,"kilogramm, landung, premiere, klappen, historisch",1,2024-05-30 17:08:34.285714176
76,"300 000, 300, van, sammlung, 500 000",1,2024-05-30 17:08:34.285714176
78,"brücke, imago, ufer, schmidt, akademie",3,2024-05-30 17:08:34.285714176
79,"bayern münchen, final, play, off, münchen",1,2024-05-30 17:08:34.285714176
81,"lizenz, google, antwort, generiert, software",2,2024-05-30 17:08:34.285714176
83,"oberfläche, halt, wissenschaftler, forscher, bein",2,2024-05-30 17:08:34.285714176
84,"mutmaßlich täter, bundestagsabgeordneter, politikerin politiker, täter, potsdam",5,2024-05-30 17:08:34.285714176
85,"grundstück, immobilie, quadratmeter, steuer, kauf",1,2024-05-30 17:08:34.285714176
87,"podcast, abonnieren, bitte, verpassen, apps",3,2024-05-30 17:08:34.285714176
88,"konsument, konsum, alkohol, toleranz, konsumieren",2,2024-05-30 17:08:34.285714176
90,"heise, ddr, film, thomas, stau",2,2024-05-30 17:08:34.285714176
91,"primär, preisvergleich, halbjahr, nvidia, quartal",2,2024-05-30 17:08:34.285714176
92,"maschine, schmidt, mittelständisch, auftrag, aufwendig",1,2024-05-30 17:08:34.285714176
93,"praktik, spanisch, ministerium, passagier, strafe",1,2024-05-30 17:08:34.285714176
94,"reparatur, richtlinie, transparent, produkt, mitgliedsstaat",1,2024-05-30 17:08:34.285714176
96,"sicherheitsbehörde, erklären sprecher, verfassungsschutz, professionell, innenministerium",6,2024-05-30 17:08:34.285714176
97,"magdeburg, intel, sc, arena, wachsen",1,2024-05-30 17:08:34.285714176
98,"wolfgang, aktivist, scholz, nahrung, kampagne",2,2024-05-30 17:08:34.285714176
102,"rauch, präsidentin, gremium, antisemitisch, post",6,2024-05-30 17:08:34.285714176
107,"korruption, 06 2024 12, spanien, europawahl juni, 01 06 2024",1,2024-05-30 17:08:34.285714176
108,"intelligenz, künstlich intelligenz, ki anwendung, medizin, künstlich",2,2024-05-30 17:08:34.285714176
109,"marie, anscheinend, beschimpfen, verkörpern, niedersächsisch",1,2024-05-30 17:08:34.285714176
110,"jugendliche, kind jugendliche, koalitionsvertrag, werbung, präsent",5,2024-05-30 17:08:34.285714176
112,"höchst, gegend, könig, stoff, franz",1,2024-05-30 17:08:34.285714176
113,"abschiebung, stichtag, bundestag, befristet, mitte juni",1,2024-05-30 17:08:34.285714176
117,"oberbürgermeister mike, eintritt, kosten euro, weisen vorwurf, kostenfrei",1,2024-05-30 17:08:34.285714176
-1,"06, 06 2024, 04, 04 06, 03",517,2024-06-01 20:34:17.142857216
0,"hamas, gazastreifen, israelisch, biden, freilassung",41,2024-06-01 20:34:17.142857216
1,"ukrainisch, russisch, russland, ukraine, waffe",43,2024-06-01 20:34:17.142857216
2,"hochwasser, starkregen, landkreis, wasser, baden",74,2024-06-01 20:34:17.142857216
3,"trump, donald trump, biden, donald, schuldig",19,2024-06-01 20:34:17.142857216
4,"unfall, jähriger, polizei, wagen, krankenhaus",30,2024-06-01 20:34:17.142857216
5,"erneuerbar, erneuerbar energie, energie, co₂, ausbau",29,2024-06-01 20:34:17.142857216
6,"tesla, model, vw, auto, produktion",17,2024-06-01 20:34:17.142857216
7,"aktie, zentralbank, börse, zins, inflation",11,2024-06-01 20:34:17.142857216
8,"parole, melodie, sylt, singen, ard",4,2024-06-01 20:34:17.142857216
9,"patient, million dollar, zusprechen, verursachen, dollar",5,2024-06-01 20:34:17.142857216
